School,WLper,SOS,Pace,ORtg,FTr,3PAr,Tsper,TRBper,ASTper,STLper,BLKper,eFGper,TOVper,ORBper,FTperFGA,oPace,oORtg,oFTr,o3PAr,oTSper,oTRBper,oASTper,oSTLper,oBLKper,oeFGper,oTOVper,oORBper,oFTperFGA,Year
Hawaii,0.607,-3.06,66.2,104,0.325,0.42,0.552,53.4,51.6,5.3,5.5,0.516,17.3,29.1,0.242,66.2,96.9,0.307,0.305,0.503,46.6,37.9,9.8,8.4,0.466,14.2,24.1,0.221,2021-22
High Point,0.438,-3.39,67.7,100,0.343,0.34,0.523,49.6,49.5,9.3,12.7,0.499,16.7,28.3,0.219,67.7,100.3,0.343,0.369,0.515,50.4,53.9,9.5,9,0.486,15.5,29.7,0.227,2021-22
Hofstra,0.656,-0.6,70.5,109.7,0.209,0.447,0.566,48.2,53.3,11.2,8,0.539,13,23.7,0.166,70.5,102.6,0.245,0.42,0.555,51.8,56.5,7.5,8.1,0.53,18.3,26.8,0.18,2021-22
Holy Cross,0.29,-7.87,67.9,96.1,0.281,0.294,0.497,48.9,42.5,8.7,9.9,0.464,16,27.6,0.199,67.9,104.1,0.301,0.323,0.547,51.1,51.1,8.9,8.3,0.522,16,27.7,0.207,2021-22
Houston NCAA,0.842,6.47,65,113.9,0.29,0.389,0.551,54.9,58.5,12.2,17.1,0.531,14.1,37.7,0.193,65,89.5,0.347,0.427,0.478,45.1,55.2,9,6.4,0.433,18.8,28,0.249,2021-22
Houston Christian,0.379,-6.71,72.2,102.9,0.383,0.363,0.542,52.5,51.2,10.8,6.9,0.504,17.8,31.9,0.272,72.2,104.3,0.356,0.359,0.57,47.5,48.3,10.8,8.8,0.534,17.9,25.2,0.266,2021-22
Howard,0.552,-8.53,73.4,103.6,0.351,0.395,0.549,48.3,55.1,11.4,9.2,0.51,17.5,28.9,0.262,73.4,94.4,0.34,0.326,0.517,51.7,47.6,9.7,8.8,0.481,20.9,32.7,0.239,2021-22
Idaho,0.29,-4.78,71.3,101.5,0.351,0.378,0.55,49,47.4,4.9,5.5,0.512,17,23.6,0.258,71.3,110.7,0.332,0.335,0.565,51,41.6,8.7,9.9,0.539,12.9,25.7,0.231,2021-22
Idaho State,0.233,-5.28,65.9,97.2,0.339,0.425,0.517,49.9,46.5,6.8,6.3,0.484,18.2,28.8,0.232,65.9,108.1,0.345,0.364,0.564,50.1,45,10.3,8.5,0.529,15,27,0.253,2021-22
Illinois NCAA,0.697,9.48,67.9,108.8,0.32,0.426,0.554,53.8,58.1,7.6,7.1,0.525,15.5,33.1,0.226,67.9,98.2,0.282,0.296,0.495,46.2,41.3,9.7,8.7,0.46,13.5,26.6,0.202,2021-22
Illinois State,0.394,0.74,69.2,104.4,0.314,0.366,0.553,50.3,46.7,9.6,12.5,0.518,17,28.5,0.234,69.2,105.2,0.309,0.374,0.541,49.7,50.1,10.2,6.8,0.505,15.2,29,0.231,2021-22
Illinois-Chicago,0.467,-6.37,69.4,102.4,0.228,0.461,0.537,48.5,55.3,8.2,9.4,0.514,15.2,24.6,0.161,69.4,103.8,0.334,0.272,0.544,51.5,43.4,9.6,6.4,0.509,15.2,26.6,0.241,2021-22
Incarnate Word,0.219,-4.34,68.4,97.9,0.284,0.448,0.533,45.6,50.2,7.6,4.8,0.494,17.7,23.6,0.223,68.4,111.6,0.296,0.358,0.584,54.4,48.8,9.7,7.8,0.561,16.3,31.1,0.21,2021-22
Indiana NCAA,0.6,8.08,67.9,103.2,0.335,0.311,0.538,51.8,56.6,8.2,14.1,0.506,15.2,27,0.234,67.9,96.5,0.307,0.401,0.504,48.2,47.7,9.6,6.9,0.462,15.5,25.1,0.232,2021-22
Indiana State,0.355,1.94,69.4,99.5,0.264,0.46,0.552,49.3,52.3,8.5,5.1,0.518,17.1,18.6,0.206,69.4,101.5,0.25,0.365,0.534,50.7,47.5,9.1,10.9,0.504,14.5,22,0.188,2021-22
Iona,0.758,-1.14,70.2,106.3,0.372,0.361,0.54,51.2,61,9.3,15.3,0.507,15.4,31.8,0.258,70.2,97,0.338,0.332,0.504,48.8,47.4,10,8.4,0.466,16.5,29.8,0.239,2021-22
Iowa NCAA,0.722,6.87,70.3,117.5,0.3,0.393,0.564,51,53.9,10.4,11.3,0.533,11.1,32.2,0.225,70.3,100.5,0.263,0.363,0.525,49,54.6,7.4,7.4,0.497,16.7,29.9,0.187,2021-22
Iowa State NCAA,0.629,9.33,67.2,96.9,0.271,0.377,0.517,49.3,60.4,12.6,9.8,0.491,17.9,28.4,0.185,67.2,92.4,0.367,0.38,0.521,50.7,53.6,10.8,11.5,0.48,21.7,28.3,0.264,2021-22
IUPUI,0.103,-6.5,63.4,82.7,0.264,0.348,0.461,49,54.4,9,8.4,0.43,22.6,31.1,0.176,63.4,105.9,0.359,0.412,0.557,51,52.9,12,9.1,0.518,18,31.7,0.266,2021-22
Jackson State,0.367,-5.6,65.9,92.1,0.265,0.304,0.477,51,46.8,9.2,10.2,0.453,17.1,31.4,0.168,65.9,98.9,0.366,0.296,0.514,49,48.4,10,8.8,0.477,16,27.9,0.253,2021-22
Jacksonville,0.677,-5.21,63.1,106,0.297,0.316,0.535,55.7,50.4,10.3,6.8,0.505,15.3,33.6,0.21,63.1,93.7,0.294,0.451,0.499,44.3,48.7,8.5,8.8,0.463,16.2,22.7,0.212,2021-22
Jacksonville State NCAA,0.656,-3.79,67.5,108.6,0.308,0.428,0.571,52.9,54.7,9.2,8.8,0.549,16.9,29.5,0.212,67.5,99.3,0.216,0.447,0.513,47.1,54.1,9.3,8.4,0.483,15.3,26.4,0.165,2021-22
James Madison,0.517,-1.1,70.5,105.1,0.293,0.359,0.55,48.2,48.3,11.9,6.5,0.525,15.4,26.9,0.204,70.5,102.5,0.265,0.458,0.547,51.8,58.3,8.6,7.3,0.518,18.7,30.9,0.196,2021-22
Kansas NCAA,0.85,11.3,69.5,111.5,0.323,0.331,0.567,53.4,53.6,8.9,10.9,0.538,14.9,32.9,0.232,69.5,95.9,0.277,0.348,0.493,46.6,48.3,9.3,8,0.458,15.7,28.5,0.199,2021-22
Kansas City,0.613,-5.23,70.2,106.2,0.311,0.344,0.563,48.5,48,10.6,8.3,0.541,13.7,20.4,0.21,70.2,95.8,0.42,0.352,0.545,51.5,48.2,7,9,0.497,20.2,21.8,0.313,2021-22
Kansas State,0.452,9.06,67.4,101.5,0.296,0.424,0.527,48.1,51.6,10.8,4.9,0.494,14.9,25.3,0.215,67.4,99.2,0.32,0.402,0.527,51.9,55,8.4,10.5,0.495,17.4,28.3,0.223,2021-22
Kennesaw State,0.419,-2.62,68.3,107.7,0.297,0.385,0.553,51.7,52.5,10.3,8.3,0.533,15.5,30.9,0.197,68.3,102.5,0.33,0.406,0.545,48.3,52.9,9.2,7.2,0.515,17.2,27.1,0.231,2021-22
Kent State,0.676,-3.07,67.5,105.6,0.32,0.4,0.544,53.1,49.6,10.5,11.4,0.508,15.7,31.2,0.239,67.5,96.6,0.357,0.439,0.517,46.9,52.8,9.5,7,0.48,17.6,25.7,0.249,2021-22
Kentucky NCAA,0.765,8.02,69.2,114,0.28,0.279,0.559,56.9,53.3,9.7,11.1,0.531,14,37.7,0.203,69.2,95.5,0.254,0.358,0.5,43.1,46.8,8.6,6.5,0.469,15.5,24.9,0.183,2021-22
La Salle,0.367,0.54,68.4,97.4,0.251,0.399,0.504,50,54,8.5,11.5,0.477,16.4,28.9,0.173,68.4,103.3,0.31,0.366,0.531,50,56.4,9.5,8.1,0.499,14.7,27.6,0.219,2021-22
Lafayette,0.333,-6.67,66,100.6,0.215,0.458,0.527,46.2,64.1,9.3,9,0.508,14.6,22.9,0.147,66,108.1,0.261,0.364,0.551,53.8,51.7,8.4,7.6,0.529,14.9,29.8,0.181,2021-22
Lamar,0.069,-2.6,67.5,90.8,0.262,0.307,0.478,49.1,48.3,8.6,9.1,0.447,18.5,30.2,0.18,67.5,108.1,0.381,0.419,0.553,50.9,66.9,11,7.5,0.518,15.3,30.8,0.269,2021-22
Lehigh,0.406,-7.56,68.8,99.1,0.256,0.382,0.548,48.8,56.9,6.4,8.1,0.52,17.6,21.1,0.19,68.8,103.3,0.315,0.258,0.523,51.2,40.8,10.9,11.7,0.488,13,25.7,0.227,2021-22
Liberty,0.667,-4.01,66,110.3,0.278,0.495,0.594,52.2,57.1,8.1,5.9,0.567,15.8,23,0.21,66,95.4,0.304,0.407,0.506,47.8,47.6,9.5,7.8,0.469,15.6,21.9,0.219,2021-22
Lipscomb,0.424,-3.29,71.2,104,0.351,0.417,0.563,49.8,59.1,6.2,7,0.529,16.4,23.1,0.255,71.2,108,0.225,0.408,0.533,50.2,51.7,9.9,12.6,0.508,12.2,27.6,0.163,2021-22
Little Rock,0.321,-0.73,68,96.3,0.325,0.379,0.524,47.3,55.9,10,6.3,0.485,17.8,24.6,0.239,68,105.6,0.298,0.394,0.568,52.7,57.2,9,7.6,0.544,18.3,29.1,0.209,2021-22
Long Beach State,0.606,0.35,71.7,101.8,0.386,0.319,0.535,50.5,48.9,9.7,8.6,0.492,16.1,27.8,0.281,71.7,100.7,0.274,0.393,0.544,49.5,53.2,8.8,7.1,0.512,17.8,26.4,0.203,2021-22
Long Island University,0.533,-7.03,73.3,101.2,0.297,0.4,0.519,50.6,62.6,10.4,13.4,0.491,15.9,30.4,0.202,73.3,99.4,0.298,0.417,0.512,49.4,51.4,9.6,7.2,0.478,16,29.4,0.213,2021-22
Longwood NCAA,0.788,-6.11,67.8,110.8,0.345,0.369,0.556,54.8,53.2,11.4,7.7,0.521,15.1,34.2,0.251,67.8,96.2,0.254,0.435,0.533,45.2,50,8.5,10.1,0.503,18.7,23.3,0.188,2021-22
Louisiana,0.516,-2.91,70.5,100,0.352,0.368,0.527,53.4,50.1,9.6,11.1,0.491,18.5,33.3,0.247,70.5,97.6,0.342,0.331,0.508,46.6,50.2,11.7,8.7,0.464,16.1,27.2,0.254,2021-22
Louisiana State NCAA,0.647,8.3,70.4,102.3,0.334,0.348,0.531,51.5,49,15.5,14.6,0.493,17.7,33.9,0.244,70.4,89.4,0.378,0.465,0.493,48.5,54.4,10.1,8.9,0.451,21.7,30.9,0.261,2021-22
Louisiana Tech,0.706,0.11,70,107.4,0.314,0.413,0.556,50.3,51,9.3,6,0.525,14.6,26.5,0.227,70,97.1,0.267,0.39,0.51,49.7,50.6,9.2,8.8,0.478,17,27.1,0.195,2021-22
Louisiana-Monroe,0.419,-2.59,69.7,102.7,0.261,0.351,0.541,46.7,55.5,10.2,7.9,0.514,16,25.8,0.189,69.7,105.3,0.33,0.403,0.549,53.3,57.5,10.4,10,0.521,17.3,32.7,0.228,2021-22
Louisville,0.406,7.01,67.5,98.9,0.251,0.422,0.511,50.8,48.1,9,6.8,0.488,15.7,27.3,0.169,67.5,103,0.3,0.381,0.533,49.2,52.4,9.4,9.3,0.504,14.4,24.8,0.211,2021-22
Loyola (IL) NCAA,0.758,2.93,65.7,109.2,0.313,0.431,0.583,52.1,57.5,10.4,7.3,0.558,16.4,25.1,0.223,65.7,92.2,0.285,0.384,0.505,47.9,41.8,8.6,11.4,0.469,18.2,23.3,0.208,2021-22
Loyola (MD),0.467,-7.95,66.7,98.3,0.245,0.384,0.526,49,60,11.6,8,0.504,17.2,24.7,0.168,66.7,97.6,0.3,0.377,0.537,51,54.7,9.6,8.1,0.506,18.7,25.9,0.215,2021-22
Loyola Marymount,0.379,3.25,67.5,101.8,0.32,0.385,0.552,47.9,45,8,4.9,0.521,17.5,24.7,0.23,67.5,108.8,0.316,0.368,0.582,52.1,55.2,9.5,10.3,0.546,16.5,27.4,0.246,2021-22
Maine,0.207,-5.34,66.6,93.8,0.209,0.385,0.498,46.9,56.4,10.8,7.9,0.473,16.8,25,0.148,66.6,106.9,0.328,0.354,0.566,53.1,49.6,9.8,7.3,0.534,17.1,28.8,0.24,2021-22
Manhattan,0.5,-3.85,69.5,100.8,0.407,0.332,0.537,49.7,47.4,10.2,8.8,0.491,18,30.2,0.3,69.5,103.3,0.347,0.333,0.55,50.3,56.1,10.8,7,0.518,18,30.7,0.245,2021-22
Marist,0.467,-4.86,66.9,101.5,0.25,0.377,0.531,50,35.3,8.6,9.8,0.504,16,26.4,0.18,66.9,100.6,0.285,0.409,0.517,50,54.8,8.8,8.9,0.483,14.7,27.2,0.207,2021-22
Marquette NCAA,0.594,8.96,71.6,102.6,0.262,0.418,0.55,46.9,59.3,10.8,12.9,0.521,15.5,22.5,0.194,71.6,99.3,0.295,0.36,0.503,53.1,56.2,9.7,9.1,0.47,16.1,31.6,0.207,2021-22
Marshall,0.364,0.14,73.3,100.9,0.238,0.394,0.521,49.3,51.3,9.2,11.9,0.495,15.6,27.8,0.168,73.3,104.2,0.27,0.345,0.545,50.7,45.4,10.5,6.4,0.509,15.9,27.9,0.21,2021-22
Maryland,0.469,9.12,67.4,104.4,0.339,0.372,0.536,50.1,47.1,9.4,8.7,0.494,14.7,27.3,0.257,67.4,104.1,0.246,0.389,0.531,49.9,52.2,8.3,9.2,0.502,14.1,27.6,0.182,2021-22
Maryland-Baltimore County,0.563,-6.51,68.8,106.7,0.306,0.425,0.562,47.5,48.7,6.9,5.3,0.524,14.3,21.9,0.24,68.8,104.3,0.194,0.366,0.535,52.5,45.7,8.1,7.4,0.521,14.6,27.9,0.128,2021-22
Maryland-Eastern Shore,0.407,-7.14,70.1,93.1,0.305,0.426,0.497,49.4,53.2,14.2,6.8,0.471,18.9,29.4,0.197,70.1,93.8,0.352,0.386,0.528,50.6,54.6,9.8,9.5,0.496,21.7,28.6,0.242,2021-22
Massachusetts,0.469,1.7,69.2,108.1,0.328,0.431,0.551,49,53.1,9.2,6.8,0.513,14.4,29.3,0.248,69.2,111.5,0.293,0.358,0.578,51,57.5,8.5,7.9,0.552,15.7,29.7,0.213,2021-22
Massachusetts-Lowell,0.484,-6.65,68.9,101.8,0.264,0.32,0.521,50.8,43.6,10.5,11,0.494,15.5,29.5,0.185,68.9,94.8,0.302,0.335,0.506,49.2,43.7,8.7,9.1,0.47,17.6,27.7,0.217,2021-22
McNeese State,0.333,-5.04,74.2,103,0.366,0.329,0.53,53.9,44.8,10.3,9,0.502,18.1,36.1,0.241,74.2,102.1,0.377,0.347,0.546,46.1,51.5,11,7.1,0.508,17.2,27.3,0.273,2021-22
Memphis NCAA,0.667,7.86,71,105.8,0.378,0.304,0.555,54.3,58.7,11.8,16.2,0.523,19.1,37.4,0.262,71,96.2,0.332,0.428,0.502,45.7,56.8,12.9,8.9,0.466,17.6,30.9,0.23,2021-22
Mercer,0.485,-1.15,66.3,105.5,0.288,0.422,0.565,50.6,57.1,9.2,8.9,0.531,16.5,25.3,0.221,66.3,105.7,0.277,0.416,0.547,49.4,52,10.5,8.3,0.518,14.7,26.2,0.202,2021-22
Merrimack,0.467,-6.82,64,95.2,0.262,0.404,0.512,42.9,51.4,14,11.4,0.488,16.4,22.2,0.177,64,99.7,0.331,0.341,0.521,57.1,59.8,9.3,9.3,0.486,19.4,36,0.236,2021-22
Miami (FL) NCAA,0.703,7.62,67.8,108.6,0.288,0.355,0.563,46.4,51.7,13,9,0.533,12.7,22.4,0.214,67.8,103.3,0.248,0.387,0.545,53.6,57.4,7.5,9.1,0.525,17.7,30.3,0.169,2021-22
Miami (OH),0.438,-4.14,68.9,108.3,0.241,0.426,0.546,48.7,50.6,8,9.1,0.513,13.1,27.2,0.19,68.9,105.7,0.295,0.409,0.547,51.3,50.4,8.9,8.3,0.517,15.7,29.1,0.215,2021-22
Michigan NCAA,0.559,11.02,67.5,107.7,0.294,0.321,0.554,54.1,52.6,7,8.6,0.521,15.1,31,0.219,67.5,102.9,0.256,0.348,0.527,45.9,42.8,8.1,8.3,0.497,13.1,24,0.188,2021-22
Michigan State NCAA,0.639,9.96,67.9,106.5,0.299,0.337,0.553,53,60.2,8.4,13.6,0.52,16.3,30.7,0.224,67.9,101.7,0.283,0.376,0.512,47,51.4,9.3,8.9,0.481,13.3,27.1,0.201,2021-22
Middle Tennessee,0.703,-1.16,68.2,107.6,0.336,0.427,0.558,51,47.8,11.5,12,0.521,16.1,30.3,0.254,68.2,96.5,0.356,0.371,0.516,49,44.3,9.1,9.6,0.471,18.4,28.9,0.266,2021-22
Milwaukee,0.313,-6.32,68,95.3,0.27,0.348,0.509,49.3,48,7.2,10.4,0.477,17.2,25.9,0.194,68,104.1,0.29,0.413,0.511,50.7,53.2,9.8,8.5,0.47,12.8,29.7,0.221,2021-22
Minnesota,0.433,8.13,65.5,101.5,0.236,0.374,0.532,45,50.9,8.1,7.3,0.507,12.7,17.5,0.17,65.5,104.8,0.233,0.347,0.535,55,50.8,7.3,10.4,0.512,13.9,27.4,0.164,2021-22
Mississippi,0.406,7.25,67,100.5,0.287,0.373,0.526,49.4,53.2,10.5,7.8,0.496,15.9,26.7,0.204,67,101.3,0.28,0.362,0.541,50.6,59.6,10.1,9.2,0.514,17.1,26.6,0.199,2021-22
Mississippi State,0.529,7.6,66.6,104.6,0.381,0.281,0.536,54.3,52.9,11.7,10.3,0.496,16.7,34.1,0.274,66.6,98.3,0.283,0.417,0.528,45.7,57.9,10.5,8.1,0.496,17.3,25.7,0.205,2021-22
Mississippi Valley State,0.071,-6.4,72.6,90.6,0.313,0.379,0.476,42.4,48.7,10,6,0.444,15.9,23.3,0.205,72.6,111.8,0.364,0.312,0.593,57.6,52,9.2,9.5,0.566,18,33.8,0.259,2021-22
Missouri,0.364,9.1,67.4,96.8,0.3,0.328,0.51,51.2,50.5,9.6,11.2,0.472,18.3,32,0.221,67.4,104.2,0.354,0.354,0.538,48.8,48.2,10.8,9.6,0.506,15.8,29.7,0.247,2021-22
Missouri State,0.676,1.05,68.1,112.6,0.277,0.382,0.587,52.2,43.3,7.8,9.2,0.553,13.9,25.1,0.221,68.1,100.4,0.277,0.382,0.52,47.8,43.7,7.6,8.1,0.484,13.9,23.2,0.209,2021-22
Monmouth,0.618,-1.68,67.1,101.5,0.369,0.34,0.518,50.9,49.6,9.3,9.9,0.475,15,29.4,0.269,67.1,99.6,0.336,0.408,0.512,49.1,50.3,8,8.6,0.473,15.4,27.9,0.24,2021-22
Montana,0.563,-6.21,67.5,106.5,0.362,0.366,0.563,47.5,52.9,8.1,7.7,0.517,13.8,19.5,0.284,67.5,98.7,0.391,0.302,0.536,52.5,43.6,6.1,8,0.494,17.4,25,0.284,2021-22
Montana State NCAA,0.771,-5.54,69.5,108.9,0.384,0.373,0.58,53.1,50.1,7.4,10.1,0.541,16.3,27.3,0.289,69.5,98.6,0.349,0.353,0.529,46.9,40,9.2,8,0.486,16.4,22.8,0.262,2021-22
Morehead State,0.676,-3.43,66.6,104.8,0.284,0.413,0.551,52.6,62.9,8.8,14.7,0.53,17.5,31.2,0.189,66.6,95,0.231,0.33,0.488,47.4,50.6,11.3,9.7,0.462,15.6,27.9,0.159,2021-22
Morgan State,0.464,-8.12,75.7,98.6,0.323,0.311,0.516,50.4,53.7,11.1,9.9,0.486,17.5,31.4,0.219,75.7,95.1,0.416,0.38,0.541,49.6,49.9,10,9.1,0.502,22.3,28.7,0.292,2021-22
Mount St. Mary's,0.467,-7.2,65.3,100.5,0.263,0.305,0.521,51.5,53.1,8.7,10.8,0.496,16.9,31.4,0.181,65.3,99.2,0.26,0.333,0.517,48.5,45.9,10.6,6.9,0.484,16.3,28.3,0.193,2021-22
Murray State NCAA,0.912,-3.07,68.3,115.5,0.325,0.377,0.567,55.5,51.2,11.4,9.5,0.542,14.1,35.8,0.225,68.3,92.3,0.264,0.405,0.5,44.5,44.5,7.9,10.5,0.473,18,25,0.179,2021-22
Navy,0.656,-6.36,64.7,99.7,0.302,0.315,0.507,54.3,50.9,10.8,10.4,0.481,16.7,33.7,0.198,64.7,92.3,0.314,0.382,0.502,45.7,56.5,10.7,8.8,0.469,18.4,24.3,0.215,2021-22
NC State,0.344,6.37,67.9,105.4,0.291,0.392,0.514,48.1,43.9,10.2,9.6,0.479,12.4,30.2,0.211,67.9,109.2,0.294,0.346,0.565,51.9,52.8,8.1,11,0.534,16,31.1,0.219,2021-22
Nebraska,0.313,8.25,72,99.8,0.333,0.374,0.54,45.2,49,9.8,7.2,0.503,15.6,20.5,0.244,72,107,0.294,0.404,0.545,54.8,50.8,9.7,10.2,0.515,15.7,31.3,0.213,2021-22
Nevada,0.419,6.07,71.2,101.9,0.321,0.363,0.546,50.2,56.5,9,10,0.51,16.6,24.5,0.24,71.2,103.4,0.289,0.44,0.549,49.8,55.9,8.4,7.3,0.52,16.2,25.2,0.208,2021-22
Nevada-Las Vegas,0.563,4.58,67,104.3,0.301,0.425,0.531,50.8,56.5,9.1,8.6,0.496,14.5,27.1,0.222,67,97.9,0.305,0.417,0.51,49.2,53.6,7.6,8.7,0.475,15.1,25.5,0.219,2021-22
New Hampshire,0.536,-7.21,63.6,108.1,0.252,0.412,0.536,53.1,48.2,7.3,8.6,0.515,12.4,28.8,0.169,63.6,102.2,0.251,0.394,0.529,46.9,41.1,7.8,7.7,0.498,13.4,21.3,0.188,2021-22
New Mexico,0.406,4.32,71.5,103,0.319,0.377,0.537,47.4,45.1,8.7,11.2,0.499,14.5,23.8,0.239,71.5,104.5,0.342,0.343,0.548,52.6,52,8.3,8.5,0.512,16.1,28.1,0.25,2021-22
New Mexico State NCAA,0.794,1.24,68.3,105.7,0.341,0.424,0.554,55.1,53.5,7.3,12.2,0.524,17.7,33,0.239,68.3,94.3,0.276,0.427,0.492,44.9,49.7,10,6.4,0.453,15.4,25,0.206,2021-22
New Orleans,0.563,-7.16,74.9,102.2,0.399,0.225,0.544,49.3,46.7,10.5,7.3,0.501,16.8,26.8,0.292,74.9,98.7,0.32,0.396,0.52,50.7,56.3,9.4,8.1,0.488,17.7,30.2,0.222,2021-22
Niagara,0.467,-2.98,65.7,101.3,0.277,0.361,0.533,48.7,49.8,8.5,7.5,0.501,14.7,23.2,0.202,65.7,98.4,0.277,0.368,0.513,51.3,52.4,7.7,7.9,0.477,15.3,26.5,0.207,2021-22
Nicholls State,0.636,-5.9,72.5,107.5,0.21,0.379,0.542,50.9,44,11.3,10.6,0.531,14.5,31.5,0.131,72.5,97.6,0.339,0.373,0.516,49.1,54,7.7,6.2,0.478,18.1,29.7,0.242,2021-22
NJIT,0.379,-6.17,67.3,92.4,0.311,0.355,0.496,47.9,44.7,8.9,10.4,0.467,16.8,23,0.205,67.3,102.7,0.265,0.407,0.527,52.1,53.8,10,9.2,0.501,14.8,27.1,0.184,2021-22
Norfolk State NCAA,0.774,-9.3,70.7,105,0.371,0.356,0.554,53.4,47.4,9.4,11.2,0.522,17.3,30.7,0.259,70.7,91.1,0.331,0.452,0.478,46.6,55.2,8.2,8.9,0.446,16.9,26.9,0.213,2021-22
North Alabama,0.3,-3.21,70.6,97.4,0.23,0.413,0.493,48.2,40.4,9.6,9.4,0.46,14.5,27.5,0.173,70.6,96.3,0.395,0.338,0.517,51.8,45,8.5,10.3,0.477,18.3,28.4,0.274,2021-22
North Carolina NCAA,0.744,8.89,70.3,109.7,0.303,0.381,0.551,55.8,54.1,7.3,9.7,0.515,14.2,31.8,0.232,70.3,100.4,0.214,0.362,0.512,44.2,47.5,9.4,9.3,0.486,12.2,21.5,0.155,2021-22
North Carolina A&T,0.375,-4.46,68.5,98.1,0.284,0.341,0.503,49.3,48.6,11.3,9.8,0.478,15.9,29.9,0.186,68.5,101.9,0.365,0.411,0.535,50.7,57.9,9.9,6.1,0.499,17.5,30.1,0.257,2021-22
North Carolina Central,0.516,-7.47,70.9,101.5,0.363,0.336,0.534,52.3,47.5,12.2,7,0.505,18.8,33.5,0.243,70.9,95.4,0.417,0.421,0.532,47.7,54.9,9.7,11.5,0.49,20.8,28.7,0.295,2021-22
North Dakota,0.194,-5.26,69.4,100.9,0.315,0.441,0.519,49.4,50.5,5.7,4.9,0.481,15,26.6,0.231,69.4,113.2,0.295,0.359,0.576,50.6,46.4,9.1,9.3,0.555,12.7,25.5,0.205,2021-22
North Dakota State,0.697,-4.66,68.2,108,0.339,0.373,0.566,53.4,42.3,5.6,8.4,0.528,15,25.3,0.258,68.2,99.2,0.245,0.326,0.504,46.6,38,7.8,6.2,0.472,11.8,21.8,0.182,2021-22
North Florida,0.355,0.08,69.1,98.4,0.298,0.501,0.534,46.2,54.3,8,10.8,0.501,18.5,26.2,0.217,69.1,102.2,0.266,0.3,0.499,53.8,52.7,11.9,10.2,0.47,14.4,35.9,0.182,2021-22
North Texas,0.781,1.28,60.6,106.5,0.369,0.423,0.543,53.6,48.6,10.7,8,0.518,16,32.3,0.24,60.6,91.2,0.318,0.298,0.49,46.4,40.1,9.5,8.5,0.456,17.6,24.7,0.216,2021-22
Northeastern,0.29,-1.19,65.4,97.5,0.306,0.405,0.536,51.6,49.6,7.1,7.7,0.501,18.9,26.3,0.225,65.4,104.8,0.256,0.369,0.548,48.4,46.3,11.1,7.1,0.517,14.1,23.7,0.193,2021-22
Northern Arizona,0.281,-4.1,67.8,98.9,0.281,0.419,0.517,52.2,52.3,6.6,6.9,0.492,17.1,28.6,0.186,67.8,107.4,0.341,0.36,0.554,47.8,45.4,8.6,9,0.52,12.8,22.6,0.248,2021-22
Northern Colorado,0.579,-3.67,70.7,109.2,0.303,0.462,0.586,50.5,44.5,5.6,7.1,0.563,15.7,22.9,0.215,70.7,107.8,0.292,0.331,0.551,49.5,38.8,8.6,7.1,0.521,12.4,23.4,0.214,2021-22
Northern Illinois,0.3,-3.07,68.6,93.1,0.331,0.335,0.505,47.1,48.8,9.1,7.9,0.472,17.7,24.3,0.224,68.6,103.9,0.407,0.365,0.547,52.9,54.2,9.3,12.7,0.506,17.2,29.4,0.295,2021-22
Northern Iowa,0.625,3.43,67.6,108,0.325,0.436,0.576,50.1,45.8,8.3,4.8,0.537,14.7,21,0.256,67.6,103,0.226,0.487,0.558,49.9,51.1,9.2,7.2,0.536,16.2,21.7,0.164,2021-22
Northern Kentucky,0.625,-6.19,65.6,104.9,0.259,0.432,0.531,51.9,54.7,13.6,7.4,0.503,16.6,35.3,0.185,65.6,97.7,0.25,0.392,0.521,48.1,56.2,9.6,8.1,0.49,18.6,30.5,0.187,2021-22
Northwestern,0.484,7.11,68.8,104.4,0.256,0.387,0.523,49.3,59.5,9.3,10.7,0.495,12.3,25.4,0.184,68.8,100,0.344,0.413,0.54,50.7,61.3,7.2,9.4,0.504,17.3,24.7,0.247,2021-22
Northwestern State,0.281,-3.2,73.2,100.9,0.244,0.338,0.526,48.5,53.7,8.7,8.6,0.503,16.6,29.3,0.169,73.2,109.8,0.315,0.354,0.557,51.5,50.3,10.9,7.9,0.523,14.9,31.7,0.233,2021-22
Notre Dame NCAA,0.686,7.01,65.9,108.6,0.267,0.423,0.571,50.2,53.8,7.8,4.8,0.543,14.1,22.4,0.201,65.9,100.4,0.219,0.352,0.511,49.8,45.3,8.9,9.3,0.488,13.3,24.8,0.152,2021-22
Oakland,0.625,-4.06,69,107.3,0.334,0.415,0.548,49.4,51.9,13,6.9,0.502,15.3,31.4,0.265,69,98.9,0.206,0.419,0.517,50.6,62.4,8.7,8.9,0.495,18.2,33.3,0.145,2021-22
Ohio,0.714,-4.17,69,107.3,0.315,0.452,0.541,49.4,49.1,10.9,7.4,0.507,13.3,27.4,0.23,69,98.5,0.276,0.375,0.537,50.6,45.7,8.2,10,0.502,18.4,25.9,0.21,2021-22
Ohio State NCAA,0.625,9.08,65.1,110.9,0.334,0.395,0.578,52,48.8,6.9,12.8,0.543,15.1,29.3,0.253,65.1,103.1,0.291,0.36,0.511,48,47.8,9.4,7.6,0.476,13.3,28.7,0.213,2021-22
